"","X","Animal","Session.Number","Outcome","Protocol","Stim","Omission_or_not","Premature_or_not","Accuracy","Reaction.Time"
"8236",25343,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.985028744
"8237",25344,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8238",25345,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8239",25346,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8240",25347,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.607023478
"8241",25348,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8242",25349,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8243",25350,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.333007097
"8244",25351,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8245",25352,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8246",25353,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.539304733
"8247",25354,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.710146427
"8248",25355,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8249",25356,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8250",25357,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8251",25358,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.324015856
"8252",25359,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",1.257025719
"8253",25360,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",1.675226212
"8254",25361,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8255",25362,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8256",25363,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.739015579
"8257",25364,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8258",25365,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8259",25366,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8260",25367,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.456523895
"8261",25368,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.792016745
"8262",25369,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",5.065606356
"8263",25370,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",1.15618515
"8264",25371,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.495010376
"8265",25372,"FC31","8","Premature","5CSRTT Day 3","on","Not_omission","Premature","Premature",NA
"8266",25373,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.554011822
"8267",25374,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.838017464
"8268",25375,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.61302042
"8269",25376,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.477001905
"8270",25377,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8271",25378,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8272",25379,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8273",25380,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8274",25381,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",1.093022823
"8275",25382,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8276",25383,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.758021116
"8277",25384,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.132002831
"8278",25385,"FC31","8","Incorrect Response","5CSRTT Day 3","on","Not_omission","Not_premature","Error",0.877027035
"8279",25386,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.287005901
"8280",25387,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.585012197
"8281",25388,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.372012615
"8282",25389,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.485970497
"8283",25390,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8284",25391,"FC31","8","Reward","5CSRTT Day 3","on","Not_omission","Not_premature","Reward",0.211004734
"8285",25392,"FC31","8","Omission","5CSRTT Day 3","on","Omission","Not_premature","Omission",NA
"8286",25393,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8287",25394,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8288",25395,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8289",25396,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.661022186
"8290",25397,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",3.877191067
"8291",25398,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.895017385
"8292",25399,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.586006165
"8293",25400,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8294",25401,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.264002562
"8295",25402,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.501005411
"8296",25403,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8297",25404,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.209007978
"8298",25405,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",1.19701767
"8299",25406,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.590030432
"8300",25407,"FC31","9","Premature","5CSRTT Day 4","off","Not_omission","Premature","Premature",NA
"8301",25408,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.762007713
"8302",25409,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.674031973
"8303",25410,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.589042187
"8304",25411,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.764015675
"8305",25412,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.612014055
"8306",25413,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.960612535
"8307",25414,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",1.839026451
"8308",25415,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.808542967
"8309",25416,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",2.467939854
"8310",25417,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.420010805
"8311",25418,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8312",25419,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8313",25420,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8314",25421,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8315",25422,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8316",25423,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",1.624981403
"8317",25424,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8318",25425,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8319",25426,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8320",25427,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.758015633
"8321",25428,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.743023634
"8322",25429,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.758077383
"8323",25430,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.576005697
"8324",25431,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.695024967
"8325",25432,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.659006596
"8326",25433,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.51700449
"8327",25434,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.21800971
"8328",25435,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",1.5631845
"8329",25436,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.484402418
"8330",25437,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.885644436
"8331",25438,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.858015776
"8332",25439,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.992036581
"8333",25440,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.534026384
"8334",25441,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8335",25442,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.831016064
"8336",25443,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.459005594
"8337",25444,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8338",25445,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.85763216
"8339",25446,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.932276726
"8340",25447,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.400004148
"8341",25448,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",1.679037571
"8342",25449,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.821016073
"8343",25450,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.918081999
"8344",25451,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",1.04609251
"8345",25452,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",1.463559628
"8346",25453,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.741007566
"8347",25454,"FC31","9","Premature","5CSRTT Day 4","off","Not_omission","Premature","Premature",NA
"8348",25455,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.592013359
"8349",25456,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",2.278038025
"8350",25457,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8351",25458,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.404498577
"8352",25459,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.584519863
"8353",25460,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",1.126007795
"8354",25461,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",1.818338394
"8355",25462,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.543275118
"8356",25463,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",2.612064362
"8357",25464,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",1.514022589
"8358",25465,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.523369551
"8359",25466,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.272003174
"8360",25467,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.180285931
"8361",25468,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.873286009
"8362",25469,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.652006865
"8363",25470,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.690014362
"8364",25471,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.771008492
"8365",25472,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8366",25473,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.681007385
"8367",25474,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.492012262
"8368",25475,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.385004044
"8369",25476,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.629011393
"8370",25477,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",0.47601223
"8371",25478,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8372",25479,"FC31","9","Omission","5CSRTT Day 4","off","Omission","Not_premature","Omission",NA
"8373",25480,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.363003492
"8374",25481,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.524005651
"8375",25482,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.855154514
"8376",25483,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.235002518
"8377",25484,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.476004839
"8378",25485,"FC31","9","Reward","5CSRTT Day 4","off","Not_omission","Not_premature","Reward",0.492011786
"8379",25486,"FC31","9","Incorrect Response","5CSRTT Day 4","off","Not_omission","Not_premature","Error",2.198030233
"8380",25487,"FC31","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"8381",25488,"FC31","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.740008831
"8382",25489,"FC31","10","Omission","5CSRTT Day 1","off","Omission","Not_premature","Omission",NA
"8383",25490,"FC31","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.846016884
"8384",25491,"FC31","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.199002504
"8385",25492,"FC31","10","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"8386",25493,"FC31","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.277002811
"8387",25494,"FC31","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.778161049
"8388",25495,"FC31","10","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"8389",25496,"FC31","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.317003012
"8390",25497,"FC31","10","Premature","5CSRTT Day 1","off","Not_omission","Premature","Premature",NA
"8391",25498,"FC31","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.337003946
"8392",25499,"FC31","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.538005829
"8393",25500,"FC31","10","Incorrect Response","5CSRTT Day 1","off","Not_omission","Not_premature","Error",0.829010963
"8394",25501,"FC31","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.562038183
"8395",25502,"FC31","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.652544022
"8396",25503,"FC31","10","Reward","5CSRTT Day 1","off","Not_omission","Not_premature","Reward",0.368003845
